timestamp,open,high,low,close,volume
2026-04-28 23:00:00,3500.0,3516.5379751062187,3498.822796196047,3506.3529427598432,404.32234983858524
2026-04-29 00:00:00,3506.3529427598432,3550.7060790674564,3524.0777409082953,3525.1367933042,290.1158473152132
2026-04-29 01:00:00,3525.1367933042,3555.776450218362,3525.1270108223734,3541.0154791219447,468.91870319166594
2026-04-29 02:00:00,3541.0154791219447,3580.861426197378,3564.019407262019,3565.265129598666,195.72389713274137
2026-04-29 03:00:00,3565.265129598666,3565.9029199547135,3555.171513415254,3565.1527884380994,172.28687796280659
2026-04-29 04:00:00,3565.1527884380994,3580.2158558558776,3566.8377239308866,3571.5787047512217,698.5138269167003
2026-04-29 05:00:00,3571.5787047512217,3600.1947735017097,3571.2535744435017,3582.4853610429063,579.1259891601057
2026-04-29 06:00:00,3582.4853610429063,3601.2510890220333,3580.3827296946342,3585.459843754497,265.1461718055481
2026-04-29 07:00:00,3585.459843754497,3585.2935003005327,3570.7543809720537,3576.8537341635824,402.94502675782746
2026-04-29 08:00:00,3576.8537341635824,3570.0715474096287,3550.6870913403804,3569.654861225153,606.5594979580806
2026-04-29 09:00:00,3569.654861225153,3558.9908333839053,3532.5416917748116,3552.116287528508,477.07811630380155
2026-04-29 10:00:00,3552.116287528508,3569.220116586015,3548.309214240787,3561.04223329681,428.0710722579606
2026-04-29 11:00:00,3561.04223329681,3565.1494849937403,3542.6425942102323,3558.962867747731,625.1937692739167
2026-04-29 12:00:00,3558.962867747731,3549.6872423255313,3533.8954641859036,3544.7588441467688,301.1820833478248
2026-04-29 13:00:00,3544.7588441467688,3550.255084154902,3524.5161408899794,3530.631187841701,408.4916116063542
2026-04-29 14:00:00,3530.631187841701,3514.0745643223,3496.022941111583,3505.0131397857854,400.5587889733025
2026-04-29 15:00:00,3505.0131397857854,3538.1915106080846,3523.9849749241953,3525.5883050763873,361.72895234051185
2026-04-29 16:00:00,3525.5883050763873,3534.6024979469116,3522.198118828856,3527.1811942596582,345.1840646318029
2026-04-29 17:00:00,3527.1811942596582,3512.5641123483474,3508.5929942912203,3508.8986850340266,415.36069824389335
2026-04-29 18:00:00,3508.8986850340266,3528.7009983434327,3523.2491291351894,3525.8921970809197,409.01956798981183
2026-04-29 19:00:00,3525.8921970809197,3517.4459863721763,3492.4943944226097,3513.985336704652,265.23837315160915
2026-04-29 20:00:00,3513.985336704652,3490.9460527902834,3472.6597023414156,3484.3858889397966,555.9722394515875
2026-04-29 21:00:00,3484.3858889397966,3515.0224655834268,3504.878292194205,3505.7313118892057,272.99293531784207
2026-04-29 22:00:00,3505.7313118892057,3505.411156129312,3489.299867660863,3494.382101176855,369.7054554216405
2026-04-29 23:00:00,3494.382101176855,3486.4177061495257,3479.890313900645,3485.7497955124145,358.4853558868227
2026-04-30 00:00:00,3485.7497955124145,3507.6919297790328,3482.7920773885644,3486.541429880385,465.56021554963263
2026-04-30 01:00:00,3486.541429880385,3510.9431536702414,3501.0429710490926,3510.45544646583,172.8386367902549
2026-04-30 02:00:00,3510.45544646583,3520.561139709178,3487.054834682329,3510.807295089524,576.1476277140346
2026-04-30 03:00:00,3510.807295089524,3498.398778144837,3481.3117797479936,3485.5690168316683,307.7241795935578
2026-04-30 04:00:00,3485.5690168316683,3503.50950231398,3491.446240870372,3496.891982204853,657.1979835476874
2026-04-30 05:00:00,3496.891982204853,3494.2643776998016,3484.5731535782193,3486.661299249826,333.19704116410094
2026-04-30 06:00:00,3486.661299249826,3538.905903918735,3514.167034162741,3526.310620462868,395.62332762068195
2026-04-30 07:00:00,3526.310620462868,3533.1221075843027,3525.2755866939688,3526.2164045836716,867.4123038319447
2026-04-30 08:00:00,3526.2164045836716,3480.5033709138274,3463.889067342312,3479.175161258399,361.0674259880045
2026-04-30 09:00:00,3479.175161258399,3488.3667619489356,3475.8288999004044,3486.5734446602655,662.1816763559007
2026-04-30 10:00:00,3486.5734446602655,3541.0800569327635,3519.4769543856737,3527.421037467699,409.7790181300929
2026-04-30 11:00:00,3527.421037467699,3563.6774359979013,3551.846161136162,3560.8616118570144,476.35698046718653
2026-04-30 12:00:00,3560.8616118570144,3614.5573150429295,3596.2075870160334,3600.1239200850914,414.877558012801
2026-04-30 13:00:00,3600.1239200850914,3580.6396833566578,3573.28450890713,3578.092030623414,566.309444490539
2026-04-30 14:00:00,3578.092030623414,3612.184351167473,3576.559417066774,3597.656352904909,306.67463197180916
2026-04-30 15:00:00,3597.656352904909,3598.7526967064396,3578.245892666386,3582.0334900731605,272.157404189701
2026-04-30 16:00:00,3582.0334900731605,3604.699055228184,3583.137769730544,3586.785471485797,312.48907977603614
2026-04-30 17:00:00,3586.785471485797,3560.3882406968496,3555.4760249127276,3559.4237897955313,419.84439331857817
2026-04-30 18:00:00,3559.4237897955313,3552.502509174828,3539.2725900511095,3545.61610501916,369.3233271728649
2026-04-30 19:00:00,3545.61610501916,3534.0909096146797,3508.0265211080455,3531.1883600218416,535.9870233385568
2026-04-30 20:00:00,3531.1883600218416,3565.940817882997,3539.8888877589015,3550.2065747759625,679.8639332109271
2026-04-30 21:00:00,3550.2065747759625,3582.462110917371,3562.4349018251696,3567.2325767857596,273.0526585664066
2026-04-30 22:00:00,3567.2325767857596,3577.304161135497,3571.1703903386992,3573.0909194889955,300.7924473914643
2026-04-30 23:00:00,3573.0909194889955,3558.7249121173786,3542.726865485407,3544.1859363256162,227.1258417173892
2026-05-01 00:00:00,3544.1859363256162,3538.0424819674463,3529.6820105673387,3537.4943290266206,908.8219462734246
2026-05-01 01:00:00,3537.4943290266206,3536.725811243094,3505.1976850060123,3521.622993229503,455.71508454802046
2026-05-01 02:00:00,3521.622993229503,3542.7023181676723,3533.711743188413,3539.976240884338,488.7841241136187
2026-05-01 03:00:00,3539.976240884338,3574.1434469042365,3552.8652565599095,3565.0180773024167,236.02002331641182
2026-05-01 04:00:00,3565.0180773024167,3595.3537744703613,3568.54781296366,3587.614289008542,403.24003476393045
2026-05-01 05:00:00,3587.614289008542,3578.0009435213383,3561.9412760362234,3571.3230223178066,494.57519083233404
2026-05-01 06:00:00,3571.3230223178066,3516.6969477058938,3489.8156586824457,3513.0300349003332,364.6350257203774
2026-05-01 07:00:00,3513.0300349003332,3478.3410132094286,3460.127796053448,3475.912906780931,620.3490167718838
2026-05-01 08:00:00,3475.912906780931,3525.762660380023,3504.22645134377,3505.6183115917156,1017.1221024594279
2026-05-01 09:00:00,3505.6183115917156,3506.633638732114,3492.1621016085883,3497.118640024395,276.21370764545225
2026-05-01 10:00:00,3497.118640024395,3481.3771869224447,3467.5003546504927,3481.332197920486,268.04774070607573
2026-05-01 11:00:00,3481.332197920486,3515.900409275272,3495.2315494913746,3515.7434045225273,283.97822815274435
2026-05-01 12:00:00,3515.7434045225273,3546.7388642219466,3539.140488749875,3542.4619710290112,766.9945256639099
2026-05-01 13:00:00,3542.4619710290112,3547.4755520557733,3537.8641065885363,3542.910802226572,612.1284381868625
2026-05-01 14:00:00,3542.910802226572,3539.9479535405585,3529.266392155379,3536.6085501141633,382.1407028597471
2026-05-01 15:00:00,3536.6085501141633,3535.5257789058314,3526.078865491639,3533.735843620048,409.3718311921993
2026-05-01 16:00:00,3533.735843620048,3555.2779015752167,3534.446290390257,3538.4847569676153,291.0172516751521
2026-05-01 17:00:00,3538.4847569676153,3572.649726869552,3569.510578172564,3572.5473488847238,575.9442472816047
2026-05-01 18:00:00,3572.5473488847238,3593.368079407056,3574.9779242809473,3581.542913498986,346.5542147641603
2026-05-01 19:00:00,3581.542913498986,3615.8231396041647,3579.5277922165214,3597.1068270038745,363.56910328096706
2026-05-01 20:00:00,3597.1068270038745,3623.846459242517,3605.004021362312,3622.3590463083247,514.6648481956194
2026-05-01 21:00:00,3622.3590463083247,3602.218867836896,3594.9860488011827,3596.954185749192,374.20434483400334
2026-05-01 22:00:00,3596.954185749192,3618.9193033587903,3599.325129691628,3613.2100913163636,367.2392718832878
2026-05-01 23:00:00,3613.2100913163636,3612.894504426771,3595.1212276952506,3606.757562716088,405.13894494630716
2026-05-02 00:00:00,3606.757562716088,3573.2431907326204,3542.806742013763,3552.6457780547416,554.5417879885407
